"","Gender","DriverAge","CarAge","Area","Leasing","Power","Fract","Contract","Exposure","Nbclaims"
"4326",1,31,6,1,2,3,3,2,5.64,0
"4327",1,58,7,4,2,2,3,3,0.89,0
"4328",1,24,4,2,2,3,3,2,2.85,0
"4329",1,39,1,4,2,2,3,2,4.6,0
"4330",2,41,1,1,1,2,3,2,3.21,0
"4331",1,42,6,3,1,3,3,1,3.91,0
"4332",1,82,8,3,2,2,2,1,1.29,1
"4333",2,72,5,3,2,3,1,1,3.78,0
"4334",1,48,6,1,2,2,1,2,2.52,0
"4335",2,43,3,3,2,2,3,2,4.78,0
"4336",1,70,3,2,1,2,3,1,2.83,0
"4337",2,45,4,2,2,4,3,2,3.4,0
"4338",2,33,4,2,2,1,3,2,0.08,0
"4339",1,62,4,1,2,4,3,1,4.08,0
"4340",2,57,6,3,2,4,2,2,1.13,0
"4341",1,30,5,2,1,3,3,2,0.98,0
"4342",1,44,9,3,2,1,3,2,5.23,0
"4343",1,51,4,1,2,2,2,3,1.64,0
"4344",1,35,9,1,2,2,3,2,3.88,0
"4345",2,70,5,2,2,2,1,2,4.04,0
"4346",1,55,7,4,2,1,1,1,2.42,0
"4347",1,56,10,3,2,3,3,2,0.97,0
"4348",2,19,6,3,2,3,1,2,0.68,0
"4349",1,25,9,1,1,2,3,2,2.71,0
"4350",2,51,7,1,2,3,3,1,3.7,0
"4351",1,52,2,3,2,1,3,2,2.15,0
"4352",1,79,7,4,2,1,3,2,3.58,0
"4353",2,33,5,3,2,2,1,3,4.11,0
"4354",2,58,7,1,1,2,2,3,0.08,0
"4355",2,21,9,3,2,3,1,3,2.65,0
"4356",1,33,4,4,2,4,3,2,2.13,0
"4357",1,58,5,2,2,3,3,2,1.01,0
"4358",2,51,6,1,1,3,1,3,0.85,0
"4359",2,31,6,3,1,1,3,2,1.57,0
"4360",2,51,4,2,1,1,2,2,5.32,1
"4361",2,48,7,1,2,1,3,2,3.37,0
"4362",2,58,10,2,2,1,3,1,1.99,0
"4363",1,56,2,3,2,2,3,1,2.48,0
"4364",1,53,0,2,2,2,2,2,0.31,0
"4365",1,35,2,4,2,1,3,2,5.7,0
"4366",2,32,4,3,2,3,1,2,4.72,0
"4367",2,46,3,1,1,1,1,3,3.71,0
"4368",1,55,2,1,2,2,3,3,1.25,0
"4369",2,33,7,1,1,1,1,1,6.25,0
"4370",1,53,3,1,2,3,2,1,4.32,1
"4371",2,55,5,2,2,4,3,2,2.1,0
"4372",2,61,3,3,2,1,1,2,3.25,0
"4373",1,76,8,1,2,2,1,1,3.78,0
"4374",2,72,11,2,2,4,2,2,4.01,0
"4375",2,19,5,3,2,3,1,1,3.09,0
"4376",1,54,5,2,2,2,3,1,0.17,0
"4377",1,40,4,1,1,3,3,1,4.98,0
"4378",1,40,7,1,2,2,3,1,3.45,0
"4379",1,54,8,2,2,3,3,2,3.51,0
"4380",2,54,6,1,2,1,2,1,1.6,0
"4381",1,53,3,1,1,2,1,2,1.54,0
"4382",2,58,3,2,1,4,3,2,2.25,0
"4383",1,55,4,4,2,3,3,3,3.54,0
"4384",2,18,2,2,2,3,3,3,2.55,0
"4385",1,61,5,2,2,2,3,2,0.08,0
"4386",1,46,3,2,2,3,1,3,0.46,0
"4387",1,49,8,1,2,1,1,1,2.62,0
"4388",1,35,3,4,2,2,2,3,4.31,1
"4389",1,44,2,1,1,1,2,2,5.35,0
"4390",1,58,5,1,1,3,1,2,2.59,0
"4391",1,50,2,1,1,2,2,2,3.43,0
"4392",2,39,6,4,2,3,3,1,2.44,0
"4393",2,48,5,4,2,1,2,2,3.51,0
"4394",1,55,4,3,2,1,1,1,0.36,0
"4395",1,41,4,3,1,2,3,1,4.06,0
"4396",2,38,8,1,1,2,3,2,2.37,0
"4397",1,42,5,1,1,3,2,2,3.1,0
"4398",2,59,4,2,2,1,3,2,2.59,0
"4399",2,40,3,3,2,1,2,2,3.75,0
"4400",1,40,5,4,1,3,1,2,2.76,1
"4401",2,38,5,3,2,3,3,2,4.44,0
"4402",1,55,3,3,2,2,3,2,4.64,1
"4403",1,37,5,2,1,2,3,2,4.56,0
"4404",2,44,5,1,2,3,3,3,2.16,0
"4405",1,49,9,3,2,4,3,2,2.51,0
"4406",2,47,5,4,2,2,1,2,3.06,0
"4407",1,25,2,3,1,3,2,2,2.7,0
"4408",1,51,5,1,2,4,1,1,3.68,0
"4409",2,36,6,2,2,2,3,2,4.02,0
"4410",1,49,4,4,2,4,3,1,3.99,0
"4411",2,44,4,2,2,3,3,2,1.38,0
"4412",1,38,5,3,2,3,3,2,3.78,0
"4413",2,40,5,2,2,2,2,1,4.91,0
"4414",1,56,0,3,2,2,2,1,1.31,0
"4415",1,25,2,3,2,2,2,2,3.44,0
"4416",1,52,5,2,2,1,1,2,3.08,0
"4417",1,51,5,4,2,3,1,1,1.55,0
"4418",1,34,4,1,1,3,3,2,3.03,0
"4419",1,56,2,1,2,2,1,1,2.18,0
"4420",1,33,0,1,2,2,3,2,2.48,0
"4421",1,26,5,3,2,2,3,1,3.62,0
"4422",2,68,7,3,2,1,3,1,5.45,0
"4423",1,38,6,3,2,3,1,3,2.06,0
"4424",1,55,0,2,2,1,3,1,4.6,0
"4425",1,50,5,4,2,1,3,1,2.99,0
"4426",1,47,6,2,1,2,3,1,1.46,0
"4427",2,32,0,1,1,3,2,2,2.69,0
"4428",1,29,6,4,2,2,3,2,3,0
"4429",1,36,7,3,2,2,1,2,2.43,0
"4430",2,29,6,2,1,1,3,2,4.34,0
"4431",2,25,7,2,2,1,3,2,4.06,0
"4432",1,31,6,2,2,1,3,3,3.48,0
"4433",1,50,6,1,1,3,2,1,1.93,1
"4434",1,47,1,1,2,2,1,1,4.29,0
"4435",2,50,1,2,2,1,3,2,2.63,0
"4436",1,63,4,2,2,1,3,2,3.05,0
"4437",1,39,4,4,1,2,2,2,4.22,0
"4438",1,48,5,3,2,1,3,2,3.46,0
"4439",1,27,8,1,2,4,2,2,2.75,0
"4440",2,34,2,4,2,2,3,2,2.59,0
"4441",2,54,3,2,2,3,3,1,5.84,0
"4442",1,48,3,4,2,1,2,1,1.86,0
"4443",1,60,7,2,2,1,3,3,5.38,0
"4444",1,45,8,2,1,1,3,2,3.55,0
"4445",1,38,4,4,1,3,1,1,2.21,0
"4446",1,37,4,3,2,3,1,1,1.79,1
"4447",1,53,0,1,1,2,2,3,5.4,0
"4448",2,37,7,2,2,4,2,2,4.54,2
"4449",1,25,7,2,1,3,2,2,2.44,0
"4450",1,56,2,4,1,2,1,1,3.65,0
"4451",1,46,5,3,2,2,2,3,3.22,0
"4452",1,18,7,4,1,1,3,3,4.42,0
"4453",2,58,4,1,2,1,3,1,4.43,0
"4454",1,45,3,3,2,1,3,2,1.15,0
"4455",1,34,4,1,2,2,3,3,1.81,0
"4456",2,41,4,4,1,3,2,2,7.35,0
"4457",1,35,5,4,1,3,1,2,1.99,2
"4458",1,28,7,1,2,2,3,2,3.4,0
"4459",2,54,1,2,1,2,1,3,2.92,0
"4460",1,29,3,4,2,4,2,2,2.24,0
"4461",1,57,11,1,2,2,1,1,2.12,0
"4462",2,72,3,2,1,2,2,2,2.5,0
"4463",2,45,1,2,2,3,3,2,0.84,0
"4464",1,44,7,1,1,4,3,2,6.82,1
"4465",2,39,5,3,2,2,3,3,2.38,0
"4466",2,34,6,1,1,2,3,3,5.86,0
"4467",1,37,8,2,1,2,3,2,4.48,0
"4468",2,21,9,3,1,2,3,2,2.52,0
"4469",2,43,11,3,1,3,1,1,1.35,0
"4470",1,43,4,2,2,4,2,2,1.9,0
"4471",2,42,11,4,2,2,3,2,3.78,0
"4472",2,48,4,2,2,1,1,2,1.95,0
"4473",1,47,9,2,1,2,3,3,2.35,0
"4474",1,51,0,2,2,3,1,2,3.32,0
"4475",2,18,9,1,1,2,1,1,6.25,0
"4476",1,54,2,2,2,3,3,3,0.08,0
"4477",1,29,3,1,2,1,3,1,4.09,0
"4478",1,49,4,1,1,3,3,2,3.67,0
"4479",1,50,4,4,2,3,3,2,4.29,0
"4480",1,18,1,1,2,2,2,2,1.66,0
"4481",2,36,4,3,2,2,3,2,5.03,0
"4482",1,44,9,3,2,3,3,2,1.79,0
"4483",2,29,1,1,2,4,3,2,3.01,0
"4484",2,63,3,1,2,4,3,2,3.04,0
"4485",1,32,4,4,2,1,3,2,2.85,0
"4486",1,54,10,1,2,2,3,2,5.38,1
"4487",2,62,5,2,2,2,3,2,4.54,0
"4488",2,55,5,2,2,2,2,2,3.28,0
"4489",1,58,3,1,1,4,2,1,3.25,0
"4490",1,58,3,2,2,2,1,2,1.93,0
"4491",1,37,4,1,2,1,3,2,5.55,0
"4492",1,39,4,2,2,2,1,2,2.57,0
"4493",1,60,7,3,1,2,1,1,2.77,0
"4494",1,44,9,3,2,3,3,1,4.06,0
"4495",1,70,5,2,2,4,1,2,3.88,0
"4496",2,36,7,3,2,2,3,3,5.09,0
"4497",1,64,7,2,2,3,3,3,4.67,0
"4498",1,51,4,2,1,1,3,1,3.38,1
"4499",1,27,3,2,2,3,3,3,5.23,0
"4500",2,51,2,4,2,1,3,1,5.15,0
"4501",1,35,5,1,2,3,3,1,3.31,0
"4502",2,41,7,1,2,4,3,3,0.08,0
"4503",1,23,2,1,1,2,3,2,4.19,1
"4504",1,44,6,1,2,3,3,3,3.63,0
"4505",1,58,3,2,1,2,1,1,2.46,0
"4506",2,49,1,4,2,4,3,3,5.21,0
"4507",1,27,3,1,2,2,3,1,3.54,0
"4508",1,22,4,1,2,2,1,1,1.81,0
"4509",1,18,1,4,2,2,3,1,1.4,0
"4510",1,43,7,4,1,1,2,2,1.84,0
"4511",2,46,2,1,2,1,3,3,3.66,0
"4512",2,54,5,4,1,3,3,1,2.68,0
"4513",2,50,5,2,1,2,3,2,3.59,0
"4514",2,38,5,3,1,1,3,3,4.41,0
"4515",2,37,7,2,2,2,3,1,3.58,0
"4516",1,18,5,2,1,2,3,1,2.84,0
"4517",2,46,2,2,2,1,3,1,2.47,0
"4518",1,18,8,4,2,3,3,2,2.99,0
"4519",1,40,3,2,1,2,3,1,2.43,0
"4520",2,50,6,3,2,1,3,2,5.32,0
"4521",2,58,5,2,2,4,1,1,4.94,0
"4522",1,43,2,1,2,1,3,3,2.17,0
"4523",2,46,10,2,2,2,3,3,2.49,0
"4524",2,18,8,3,2,3,1,1,2.21,0
"4525",1,35,9,1,1,2,3,2,2.84,0
"4526",2,45,3,2,2,3,3,2,3.63,0
"4527",1,42,5,1,2,3,2,3,2.48,0
"4528",1,58,3,2,1,2,1,2,2.91,0
"4529",1,47,2,1,2,2,3,2,0.87,0
"4530",1,50,6,4,2,1,3,2,4.12,0
"4531",2,55,5,2,2,3,3,3,1.99,0
"4532",1,18,7,1,2,2,2,2,2.33,0
"4533",1,38,4,4,2,2,2,3,2.52,0
"4534",2,51,2,1,2,2,3,2,6.03,0
"4535",1,54,6,3,2,3,3,2,0.52,0
"4536",1,38,3,4,2,2,3,2,3,0
"4537",2,49,8,1,2,2,3,2,1.69,0
"4538",2,54,5,4,1,3,3,1,3.58,0
"4539",2,26,1,2,2,2,1,2,2.4,0
"4540",2,43,6,3,1,2,2,1,2.81,0
"4541",2,52,0,1,2,2,3,1,6.19,0
"4542",1,52,4,3,1,2,1,1,4.12,0
"4543",1,35,2,3,2,4,3,1,3.22,0
"4544",2,18,3,3,1,2,1,1,2.74,0
"4545",2,34,2,2,2,2,3,1,1.64,0
"4546",1,50,8,2,2,2,1,2,3.39,0
"4547",1,59,4,2,2,1,3,1,4.95,1
"4548",2,71,3,3,2,3,1,2,1.97,0
"4549",1,23,1,2,1,2,3,2,2.4,0
"4550",1,20,8,3,2,1,2,2,4.8,0
"4551",2,23,2,4,1,2,2,2,5.36,1
"4552",1,22,6,2,1,2,3,2,3.98,0
"4553",1,69,4,4,2,3,3,1,3.49,0
"4554",1,46,5,4,1,3,3,1,3.07,0
"4555",2,37,7,3,2,3,2,1,2.21,0
"4556",2,48,5,2,2,2,2,3,5.47,0
"4557",2,36,5,1,1,2,3,2,4.98,0
"4558",1,28,5,4,1,3,3,2,3.7,0
"4559",2,62,9,2,2,2,1,1,4.62,0
"4560",1,36,0,1,1,2,1,2,2.82,0
"4561",2,47,10,2,2,3,3,2,3.39,0
"4562",1,53,5,4,2,1,3,1,2.27,0
"4563",1,18,0,2,2,2,3,2,4.63,0
"4564",1,46,4,2,1,1,2,2,3.29,0
"4565",2,28,7,2,1,4,3,1,3.86,1
"4566",1,51,5,1,2,2,2,2,1.33,0
"4567",2,41,2,1,2,3,3,2,3.72,0
"4568",1,38,6,2,2,2,3,2,0.08,0
"4569",1,42,9,1,1,2,3,2,1.71,0
"4570",1,41,4,1,2,3,3,3,5.48,0
"4571",1,39,3,3,2,3,2,1,3.45,0
"4572",1,22,7,1,2,1,3,3,3.89,0
"4573",1,24,6,1,2,3,3,1,1.74,0
"4574",2,25,3,1,1,3,2,3,2.82,0
"4575",1,39,6,1,2,4,3,1,2.99,0
"4576",1,42,1,2,1,2,3,1,0.71,0
"4577",1,41,8,2,2,3,3,2,4.44,0
"4578",2,32,4,2,1,2,2,2,4.84,0
"4579",2,40,1,2,1,2,3,1,3.58,0
"4580",1,31,6,3,2,3,3,1,2.9,0
"4581",1,34,6,2,2,4,3,2,5.59,0
"4582",1,25,2,3,2,3,1,2,3.97,0
"4583",1,20,3,1,1,2,1,2,1.75,0
"4584",1,44,7,2,2,3,3,2,0.61,0
"4585",1,18,8,2,2,3,3,2,3.84,0
"4586",1,65,7,1,2,4,2,1,1.85,0
"4587",2,60,7,4,2,3,3,2,1.8,0
"4588",2,38,9,4,2,1,2,2,2.96,0
"4589",2,18,1,2,1,3,1,1,3.28,0
"4590",1,32,3,3,2,3,3,2,0.08,0
"4591",2,45,5,2,1,3,1,2,0.6,0
"4592",2,42,2,2,1,3,3,2,4.93,1
"4593",1,64,9,1,2,1,2,1,3.59,0
"4594",1,63,4,1,2,2,1,3,1.62,0
"4595",1,57,4,4,1,1,3,2,1.46,0
"4596",1,34,2,1,2,1,2,3,0.76,0
"4597",2,62,5,2,2,4,1,2,2.49,1
"4598",1,63,2,2,1,2,1,3,4.85,0
"4599",1,32,5,1,2,2,3,1,2.12,0
"4600",1,42,4,1,2,2,2,3,3.6,0
"4601",1,18,8,2,2,3,3,2,5.54,0
"4602",1,44,8,3,2,1,3,1,4.47,0
"4603",1,40,7,2,2,1,1,2,0.08,0
"4604",2,49,3,3,1,1,3,1,3.38,0
"4605",1,63,6,1,2,2,1,1,2.28,0
"4606",2,66,4,2,2,2,2,2,4.58,0
"4607",1,54,7,4,2,1,3,2,4.97,0
"4608",2,53,4,1,2,3,2,2,2.87,0
"4609",2,71,5,2,2,3,2,1,4.15,0
"4610",1,27,6,2,1,2,3,2,1.66,0
"4611",2,60,4,2,2,4,3,2,2.49,0
"4612",2,34,5,1,2,2,3,1,0.56,0
"4613",1,58,6,1,2,1,3,2,0.72,0
"4614",1,76,3,2,2,3,2,2,2.81,0
"4615",1,42,6,3,2,3,1,3,2.22,0
"4616",2,75,4,2,1,4,3,2,5.6,0
"4617",1,52,8,2,2,2,2,2,2.61,0
"4618",2,26,0,4,2,2,3,1,2.64,0
"4619",1,28,4,1,2,3,3,2,5.47,0
"4620",1,26,4,4,1,3,3,1,5.36,1
"4621",2,45,10,2,2,3,3,2,3.16,0
"4622",1,57,0,4,2,2,3,2,2.22,0
"4623",1,27,3,4,1,2,1,2,1.16,0
"4624",2,31,4,2,2,3,3,1,4,0
"4625",2,34,5,2,1,1,3,1,4.74,0
"4626",1,40,11,4,2,3,3,3,3.17,0
"4627",2,23,5,2,2,2,3,3,5.15,2
"4628",2,41,8,1,2,2,3,2,6.13,0
"4629",2,30,7,2,2,1,1,2,1.04,0
"4630",1,51,9,2,2,2,2,1,6.33,0
"4631",2,28,7,2,2,3,3,2,0.94,0
"4632",1,55,7,3,2,3,3,1,2.35,0
"4633",2,58,3,2,2,1,1,1,3.17,0
"4634",1,25,8,3,2,3,2,2,1.06,1
"4635",1,47,4,2,2,3,3,2,1.89,0
"4636",2,49,4,3,2,2,3,2,3.62,0
"4637",2,51,2,3,1,2,2,1,0.17,0
"4638",1,52,8,2,2,2,3,1,0.51,0
"4639",1,42,5,1,1,3,3,2,5.99,1
"4640",2,37,4,3,2,1,3,2,1.92,0
"4641",1,44,5,2,2,1,1,3,1.43,1
"4642",1,31,6,2,2,2,3,2,1.81,0
"4643",1,53,8,3,1,2,3,3,2.84,0
"4644",2,59,4,4,2,2,3,2,2.89,0
"4645",1,25,8,2,2,2,3,2,1.82,0
"4646",1,42,6,3,2,2,1,2,2.63,0
"4647",1,45,5,2,1,3,2,2,1.61,0
"4648",2,55,6,2,2,2,3,2,1.55,0
"4649",1,36,3,4,2,2,3,3,4.23,0
"4650",1,49,3,1,1,3,1,2,3.73,0
"4651",1,18,4,3,2,3,2,3,3.44,0
"4652",1,41,4,4,2,2,3,2,2.23,0
"4653",1,49,2,4,2,4,1,1,4.18,0
"4654",2,39,4,4,1,1,2,2,2.4,0
"4655",1,23,5,2,2,1,3,2,2.28,0
"4656",2,44,7,2,1,4,3,2,4.51,0
"4657",1,58,9,2,2,1,2,2,5.15,0
"4658",1,36,0,3,2,1,1,3,0.58,0
"4659",1,33,1,4,2,1,3,1,1.8,0
"4660",1,58,3,1,1,2,3,3,1.99,0
"4661",2,60,4,2,2,2,3,1,2.28,0
"4662",2,39,3,4,2,3,1,1,5.04,0
"4663",1,45,7,2,2,3,2,2,4.69,0
"4664",1,57,2,4,2,4,3,1,5.69,2
"4665",2,43,5,3,2,2,2,1,3.27,0
"4666",1,50,6,2,1,2,2,1,4.84,0
"4667",2,52,4,2,2,2,1,2,6.45,2
"4668",2,56,3,1,2,2,1,3,3.95,0
"4669",1,67,6,4,2,3,3,1,2.7,0
"4670",2,41,6,3,1,2,1,2,2.42,1
"4671",1,20,4,1,2,3,3,2,5,0
"4672",1,50,4,1,1,2,3,1,3.67,0
"4673",2,50,5,3,1,3,1,3,2.61,0
"4674",1,79,9,2,2,1,2,2,2.47,1
"4675",1,44,2,2,2,2,1,1,3.12,0
"4676",2,38,8,4,2,2,3,3,2.5,0
"4677",1,53,1,3,2,2,1,1,5.47,0
"4678",2,54,10,3,1,3,1,2,2.45,0
"4679",2,38,13,1,2,2,3,2,3.31,0
"4680",2,55,3,1,1,3,3,2,3.98,0
"4681",1,48,5,2,2,1,3,2,1.49,0
"4682",1,36,6,2,2,2,3,2,3.5,0
"4683",1,18,4,4,2,3,3,2,4.37,0
"4684",1,49,3,1,2,2,3,1,2.88,1
"4685",2,37,10,1,1,3,3,2,3.88,0
"4686",1,59,6,1,1,1,3,2,3.77,0
"4687",1,36,6,4,2,3,3,2,2.96,0
"4688",1,56,6,2,2,3,3,3,1.87,0
"4689",1,24,8,2,2,1,3,3,3.76,0
"4690",2,47,9,3,1,3,2,1,1.67,0
"4691",1,44,6,3,1,2,3,1,4.86,0
"4692",1,53,5,3,1,2,3,1,2.84,0
"4693",2,41,4,2,1,1,2,2,1.6,0
"4694",2,46,6,1,2,2,1,1,5.12,0
"4695",1,49,5,1,2,2,3,2,5.01,0
"4696",1,35,6,2,2,3,3,3,1.63,1
"4697",1,70,7,3,2,1,1,3,4.19,1
"4698",2,54,7,2,1,2,1,1,4.78,0
"4699",2,48,5,4,1,3,3,2,0.91,0
"4700",1,56,8,2,2,2,3,2,2.47,1
"4701",1,55,4,1,2,2,3,1,0.54,0
"4702",1,41,1,3,1,1,3,2,2.62,1
"4703",1,26,1,2,2,3,3,1,3.49,0
"4704",1,48,6,1,2,1,2,3,2.47,0
"4705",1,38,4,1,2,2,3,2,5.07,0
"4706",2,32,7,2,2,3,3,2,2.29,0
"4707",1,45,3,1,2,1,3,1,3.8,0
"4708",1,43,9,3,2,3,3,2,3.84,1
"4709",1,49,6,3,2,3,3,3,1.89,0
"4710",2,69,5,4,1,2,3,1,4.31,0
"4711",2,51,3,1,1,1,1,1,3.29,1
"4712",1,65,3,2,2,2,3,2,1.71,0
"4713",1,39,8,1,1,2,3,2,3.09,0
"4714",1,34,6,3,2,3,3,2,1.68,0
"4715",2,44,3,4,1,3,3,1,2.28,0
"4716",1,40,9,4,2,3,2,3,1.58,0
"4717",1,45,6,4,2,2,2,3,2.06,0
"4718",1,18,8,1,1,2,3,1,0.52,0
"4719",1,34,5,3,1,1,3,2,3.28,0
"4720",1,44,6,3,1,2,3,2,4.42,0
"4721",2,58,3,2,1,4,3,1,4.37,0
"4722",2,32,5,3,2,3,2,2,3.23,0
"4723",1,26,7,1,1,2,1,2,2.81,0
"4724",2,30,5,3,2,4,3,1,3.73,0
"4725",2,18,8,1,2,2,1,1,0.08,0
"4726",1,34,4,4,2,2,1,2,5.71,0
"4727",2,63,7,3,1,2,3,2,2.95,0
"4728",2,49,3,4,2,3,3,2,2.75,0
"4729",1,35,4,2,2,2,3,2,1.25,0
"4730",2,45,3,2,2,3,3,3,4.57,0
"4731",2,48,3,2,2,2,3,3,7.43,0
"4732",1,67,3,1,1,4,2,1,1.83,0
"4733",2,46,7,1,2,2,2,1,2.87,0
"4734",2,57,10,1,1,1,3,2,2.23,0
"4735",2,18,4,3,2,2,2,2,2.62,0
"4736",1,67,4,2,2,2,3,2,0.08,0
"4737",1,45,4,3,1,4,3,2,1.77,0
"4738",1,32,8,3,2,3,3,2,3.11,0
"4739",2,61,6,2,2,3,3,2,2.51,0
"4740",2,29,3,1,2,1,3,2,3.39,0
"4741",1,18,6,2,1,1,3,1,0.87,0
"4742",1,37,0,1,1,2,2,1,0.08,0
"4743",1,40,4,1,1,3,2,2,1.34,0
"4744",1,53,2,3,2,3,1,2,1.47,0
"4745",2,32,1,3,1,3,3,1,0.55,0
"4746",1,33,0,4,2,2,3,2,4.64,0
"4747",1,42,3,2,2,3,3,1,4.82,0
"4748",2,47,0,3,1,1,1,3,2.1,0
"4749",1,67,4,2,2,2,2,3,1.99,0
"4750",2,70,5,1,2,3,3,2,3.58,0
"4751",2,36,0,2,2,2,3,2,0.34,0
"4752",1,20,8,1,2,3,2,2,0.08,0
"4753",2,55,6,1,2,2,1,3,4.7,0
"4754",1,31,2,2,2,4,3,1,2.15,0
"4755",1,52,5,2,1,1,2,3,3.4,0
"4756",1,42,6,4,2,1,2,3,2.52,0
"4757",1,35,1,2,2,2,1,1,3.17,0
"4758",1,43,6,1,1,4,3,2,2.93,0
"4759",2,40,4,4,2,2,2,3,3.07,0
"4760",1,56,2,3,2,1,2,2,1.55,0
"4761",2,18,4,2,1,3,3,2,1.56,0
"4762",1,18,4,2,2,2,3,1,2.75,0
"4763",2,77,4,3,2,2,3,2,2.31,0
"4764",1,48,6,4,1,2,3,2,1.02,0
"4765",2,40,5,3,1,1,3,1,2.63,0
"4766",1,26,5,2,2,2,2,2,3.84,1
"4767",2,32,4,4,2,2,3,2,3.09,0
"4768",2,40,7,3,2,3,2,2,3.74,0
"4769",1,60,5,2,2,1,3,1,2.83,0
"4770",1,23,1,1,1,2,3,1,3.98,0
"4771",2,46,5,1,2,1,3,2,1.84,0
"4772",2,36,6,1,2,2,3,2,1.45,0
"4773",2,18,4,1,2,3,3,2,2.48,0
"4774",1,59,6,2,2,3,1,1,1.96,0
"4775",1,49,4,4,2,3,2,2,6.37,0
"4776",1,63,3,1,1,2,1,2,1.67,0
"4777",1,58,3,2,1,4,3,3,4.97,0
"4778",2,44,7,3,2,1,3,2,1.13,0
"4779",2,24,6,1,2,2,3,2,3.83,0
"4780",1,35,8,2,1,3,3,1,3.46,0
"4781",1,24,10,1,2,1,3,2,3.51,0
"4782",1,34,6,3,2,2,3,2,4.7,0
"4783",2,73,8,3,2,1,1,2,1.73,0
"4784",2,22,6,2,2,1,2,2,4.88,1
"4785",1,18,5,1,2,3,3,2,3.51,0
"4786",1,41,4,2,1,3,2,2,2.56,0
"4787",1,56,7,1,1,2,3,1,5.52,0
"4788",1,31,7,1,2,2,2,1,0.08,0
"4789",1,64,10,1,1,2,1,3,1.99,0
"4790",2,47,5,1,2,3,2,1,4.6,0
"4791",2,35,5,2,2,2,3,2,4.05,0
"4792",2,46,4,2,2,3,3,3,1.19,0
"4793",1,40,6,3,2,1,1,2,2.13,0
"4794",2,46,5,2,2,4,1,1,1.46,0
"4795",1,56,6,2,2,3,1,2,2.51,0
"4796",2,40,7,1,1,3,1,3,0.1,0
"4797",2,50,5,3,2,3,3,1,4,0
"4798",1,27,3,4,2,2,3,1,1.48,0
"4799",1,61,3,2,1,1,1,1,2.81,1
"4800",1,54,4,1,1,4,3,2,3.14,0
"4801",1,65,7,4,2,2,2,2,5.55,0
"4802",1,45,3,1,1,2,2,2,4.22,0
"4803",2,19,3,1,2,1,3,3,3.58,0
"4804",2,18,4,1,2,3,2,2,4.24,0
"4805",1,37,1,1,2,3,2,2,4.81,0
"4806",2,18,5,1,2,2,3,1,4.84,0
"4807",2,40,0,4,2,1,1,3,3.17,0
"4808",2,33,11,4,1,1,3,2,2.21,0
"4809",1,45,8,1,1,2,3,1,4.59,0
"4810",1,59,12,3,2,3,3,1,4.11,0
"4811",1,27,4,3,2,3,1,3,3.76,0
"4812",1,40,5,3,2,1,3,2,1.67,0
"4813",1,50,7,3,2,3,3,3,0.08,0
"4814",1,18,8,2,2,2,3,2,0.08,0
"4815",1,50,5,1,2,3,2,3,3.13,1
"4816",2,18,6,2,2,3,2,3,2.12,0
"4817",2,45,5,1,1,2,1,2,2.88,0
"4818",2,48,3,2,2,2,3,3,1.31,0
"4819",2,21,3,1,2,2,3,1,4.95,0
"4820",2,31,3,3,1,4,3,1,4.31,0
"4821",2,31,8,3,2,4,2,3,2.2,0
"4822",1,54,4,2,2,3,3,3,1.52,0
"4823",2,63,3,4,2,2,3,2,1.3,0
"4824",1,46,10,3,2,1,3,3,5.23,0
"4825",2,23,4,1,2,4,3,3,3.67,0
"4826",1,45,5,3,2,2,3,3,1.21,0
"4827",1,36,6,4,2,3,1,2,2.93,0
"4828",2,22,5,3,2,2,3,3,4.79,0
"4829",2,76,3,1,1,3,3,2,1.85,0
"4830",2,54,4,2,1,1,2,1,0.99,1
"4831",2,37,5,4,2,2,3,1,3.31,0
"4832",2,43,0,2,2,3,2,1,2.13,0
"4833",1,61,0,3,1,4,3,2,1.85,0
"4834",2,25,3,1,2,1,1,1,3.85,0
"4835",2,39,6,1,2,4,3,1,2.87,0
"4836",2,49,3,2,2,2,3,2,4.03,0
"4837",1,63,6,2,2,2,3,3,5.51,0
"4838",2,18,3,3,1,1,1,1,2.78,0
"4839",2,54,10,4,2,4,3,1,2.53,0
"4840",1,44,9,1,2,3,3,2,2.53,0
"4841",1,50,6,2,2,1,3,1,3.88,0
"4842",2,46,0,3,1,3,2,3,5.25,0
"4843",1,73,5,3,2,4,2,2,2.57,0
"4844",1,25,1,1,1,2,3,1,3.44,0
"4845",1,57,9,2,2,2,1,2,3.32,0
"4846",1,46,7,3,2,3,1,1,3.21,0
"4847",2,25,4,3,2,2,3,2,2.8,0
"4848",1,37,6,1,2,1,2,2,3.27,0
"4849",2,28,7,3,1,2,3,1,5.28,0
"4850",2,41,5,2,2,4,3,2,2.45,0
"4851",1,40,8,1,2,3,1,2,4.17,0
"4852",1,66,8,1,2,4,3,3,2.39,0
"4853",1,18,3,1,2,2,3,2,3.56,0
"4854",1,30,2,2,2,3,2,3,4.92,1
"4855",1,41,6,2,2,3,3,1,4.16,0
"4856",1,46,2,2,2,3,3,3,3.79,0
"4857",2,55,9,2,1,3,3,1,3.62,0
"4858",1,45,6,1,1,2,2,3,3.74,0
"4859",2,32,8,1,2,2,2,1,1.89,0
"4860",2,47,4,1,1,2,1,1,2.9,0
"4861",1,42,3,3,1,1,3,2,4.75,0
