"","Gender","DriverAge","CarAge","Area","Leasing","Power","Fract","Contract","Exposure","Predicted"
"8936","M",56,6,"Urban","No","Normal","Yearly","Intermediate",3.29,0.0204671106405033
"8937","F",59,7,"Urban","No","Normal","Yearly","Intermediate",3.51,0.0150240577183959
"8938","M",45,4,"Urban","Yes","Low","Quarterly","Intermediate",4.83,0.0237271748976563
"8939","M",36,4,"Countryside low","No","Intermediate","Quarterly","Basic",2.11,0.0154868692085989
"8940","M",24,9,"Urban","No","Intermediate","Monthly","Intermediate",6.42,0.0398403505457814
"8941","M",33,3,"Suburban","Yes","Low","Yearly","Intermediate",3.94,0.0255886406413298
"8942","M",18,7,"Countryside low","Yes","High","Yearly","Full",1.85,0.0345884733130876
"8943","M",46,9,"Coutryside high","No","Normal","Yearly","Intermediate",3.62,0.0184250329494413
"8944","F",69,4,"Urban","No","Intermediate","Yearly","Basic",1.55,0.0147266798413357
"8945","F",39,9,"Suburban","No","High","Monthly","Intermediate",1.96,0.0434887722234484
"8946","M",24,7,"Suburban","Yes","Intermediate","Monthly","Intermediate",0.08,0.0372566237784334
"8947","F",40,7,"Urban","No","Normal","Yearly","Basic",3.96,0.01670235464587
"8948","F",32,6,"Coutryside high","No","Normal","Yearly","Intermediate",5.07,0.0170077278207507
"8949","M",82,6,"Urban","No","High","Quarterly","Intermediate",3.13,0.0378520655769699
"8950","M",36,4,"Suburban","No","Intermediate","Yearly","Intermediate",4.25,0.0229250216577547
"8951","M",59,9,"Urban","No","High","Yearly","Intermediate",2.14,0.022749909257862
"8952","M",45,5,"Urban","Yes","Intermediate","Yearly","Basic",0.16,0.0306493385215592
"8953","M",36,3,"Countryside low","No","Intermediate","Monthly","Full",2.23,0.0198807604625396
"8954","M",57,3,"Coutryside high","Yes","Intermediate","Yearly","Intermediate",3.36,0.0262968126216192
"8955","F",56,4,"Urban","No","Low","Quarterly","Intermediate",3.73,0.0159917465904752
"8956","M",18,8,"Suburban","No","Intermediate","Yearly","Basic",5.15,0.0235995223444561
"8957","F",37,8,"Coutryside high","No","Intermediate","Monthly","Intermediate",1.83,0.0247237343845697
"8958","F",47,1,"Suburban","Yes","Normal","Yearly","Basic",2.59,0.0189270245056761
"8959","F",45,2,"Countryside low","No","Normal","Quarterly","Basic",4.75,0.0136287952278221
"8960","M",22,6,"Urban","Yes","Low","Monthly","Basic",2.46,0.0295332165060056
"8961","F",36,3,"Countryside low","No","High","Yearly","Intermediate",1.24,0.0154753517796402
"8962","M",38,6,"Urban","No","Intermediate","Yearly","Intermediate",5.26,0.0261651099757861
"8963","M",80,7,"Suburban","No","Normal","Yearly","Intermediate",0.12,0.0138653563132198
"8964","M",22,2,"Coutryside high","No","Normal","Monthly","Intermediate",4.8,0.0411928891967892
"8965","F",65,5,"Countryside low","No","Intermediate","Yearly","Intermediate",4.82,0.0115512006589506
"8966","M",49,5,"Urban","No","Normal","Quarterly","Basic",3.25,0.0260128223768116
"8967","M",25,8,"Countryside low","No","Normal","Quarterly","Basic",2.46,0.0156824729094734
"8968","M",61,5,"Suburban","No","Normal","Yearly","Intermediate",0.65,0.0166372069570337
"8969","M",41,7,"Urban","No","Normal","Yearly","Basic",2.31,0.0218624303674276
"8970","M",21,5,"Urban","Yes","Intermediate","Monthly","Intermediate",3,0.0497375136169357
"8971","M",40,7,"Suburban","No","Low","Yearly","Intermediate",3.61,0.0169019285987879
"8972","M",56,8,"Suburban","No","Low","Yearly","Basic",0.95,0.0139659935862044
"8973","F",37,4,"Countryside low","Yes","Low","Yearly","Basic",0.95,0.0136151859074351
"8974","M",49,8,"Suburban","No","Normal","Yearly","Intermediate",3.34,0.0174124426091154
"8975","F",24,2,"Countryside low","Yes","Normal","Quarterly","Intermediate",2.25,0.0172995950769418
"8976","M",29,5,"Suburban","No","Normal","Yearly","Intermediate",4.77,0.0224984050108741
"8977","F",58,6,"Urban","Yes","Normal","Yearly","Basic",3.33,0.0184659889906253
"8978","M",27,7,"Suburban","No","High","Yearly","Basic",0.15,0.025354951920853
"8979","M",36,2,"Suburban","No","Normal","Yearly","Basic",0.7,0.0211461268949141
"8980","F",60,6,"Urban","No","Intermediate","Yearly","Full",4.36,0.0190483339263414
"8981","M",23,8,"Coutryside high","No","Intermediate","Monthly","Basic",3.51,0.0304997172961958
"8982","M",35,5,"Suburban","No","Low","Yearly","Intermediate",4.07,0.01841681908716
"8983","M",45,0,"Urban","No","Normal","Quarterly","Intermediate",4.67,0.0338871468228262
"8984","M",18,4,"Countryside low","No","Intermediate","Yearly","Full",1.38,0.0249721647587915
"8985","M",51,3,"Urban","No","Normal","Quarterly","Full",2.24,0.0301202727266554
"8986","M",45,3,"Coutryside high","Yes","Normal","Yearly","Basic",2.58,0.0261261962479116
"8987","F",61,4,"Urban","No","Normal","Monthly","Full",2.41,0.0251936487063123
"8988","F",52,8,"Suburban","No","Low","Yearly","Intermediate",3.12,0.0123740899622141
"8989","M",50,9,"Suburban","No","Normal","Yearly","Intermediate",2.22,0.016917654671914
"8990","F",50,6,"Suburban","No","High","Monthly","Intermediate",3.27,0.0418573551945413
"8991","F",39,9,"Coutryside high","No","Intermediate","Monthly","Full",1.36,0.0231219789963989
"8992","M",18,2,"Suburban","No","Intermediate","Yearly","Full",0.3,0.0344715942137843
"8993","M",18,5,"Suburban","Yes","Normal","Yearly","Full",5.24,0.0385923219169751
"8994","F",43,2,"Countryside low","No","Intermediate","Monthly","Intermediate",2.41,0.0155293763339549
"8995","M",45,5,"Countryside low","No","High","Yearly","Intermediate",3.11,0.0177614473969043
"8996","M",35,1,"Urban","No","Normal","Yearly","Basic",2.97,0.0266092286489355
"8997","F",43,8,"Countryside low","No","Intermediate","Yearly","Intermediate",1.2,0.0124537880754162
"8998","F",47,8,"Suburban","Yes","Normal","Monthly","Basic",4.1,0.0216270626622096
"8999","F",80,3,"Suburban","Yes","Intermediate","Yearly","Basic",6.52,0.0145623096393597
"9000","F",38,3,"Coutryside high","No","Intermediate","Yearly","Intermediate",1.67,0.018178701990065
"9001","M",51,2,"Countryside low","No","Intermediate","Yearly","Intermediate",4.87,0.0158642345695653
"9002","M",31,2,"Suburban","No","Intermediate","Monthly","Basic",3.72,0.0317383229649254
"9003","M",50,7,"Countryside low","No","Normal","Quarterly","Intermediate",1.94,0.0144692793438515
"9004","M",43,6,"Coutryside high","No","Intermediate","Yearly","Basic",2.57,0.0203365609111008
"9005","M",22,10,"Coutryside high","No","Intermediate","Yearly","Intermediate",2.77,0.0243180067543871
"9006","M",62,6,"Urban","No","Intermediate","Monthly","Basic",3.87,0.0254463430919595
"9007","F",55,2,"Urban","No","Normal","Monthly","Intermediate",3.15,0.0291738539903348
"9008","M",32,6,"Urban","Yes","Intermediate","Yearly","Intermediate",1.42,0.0356803210263176
"9009","F",64,4,"Suburban","No","Intermediate","Quarterly","Intermediate",4.2,0.0187855526830406
"9010","F",48,6,"Suburban","No","Intermediate","Yearly","Full",1.79,0.0177378705429878
"9011","M",47,3,"Coutryside high","No","Normal","Monthly","Basic",3.47,0.0274081517523991
"9012","F",72,3,"Coutryside high","No","Intermediate","Yearly","Intermediate",3.07,0.0138166205109168
"9013","M",24,7,"Countryside low","Yes","Low","Monthly","Basic",4.01,0.0159261712979964
"9014","M",36,9,"Urban","No","Normal","Quarterly","Intermediate",3.31,0.0301415772189774
"9015","F",57,5,"Urban","No","High","Yearly","Full",4.12,0.022975713313711
"9016","M",28,2,"Urban","Yes","Intermediate","Monthly","Basic",4.46,0.0447828535102715
"9017","M",32,5,"Countryside low","No","Intermediate","Yearly","Intermediate",2.25,0.0176223707201873
"9018","M",25,8,"Coutryside high","No","Normal","Yearly","Intermediate",2.84,0.0231090579212243
"9019","M",35,8,"Countryside low","No","Normal","Yearly","Intermediate",5.35,0.0153351727251826
"9020","F",24,3,"Suburban","Yes","Normal","Yearly","Intermediate",1.65,0.0240844340272948
"9021","F",35,6,"Countryside low","No","Normal","Monthly","Full",3.56,0.0156570766735987
"9022","M",61,2,"Countryside low","Yes","High","Quarterly","Basic",2.47,0.0296878043331492
"9023","M",18,6,"Countryside low","No","Low","Monthly","Full",1.56,0.0169856262693754
"9024","F",58,3,"Suburban","Yes","Low","Quarterly","Basic",3.7,0.0256229516614636
"9025","M",48,7,"Suburban","No","Normal","Yearly","Intermediate",2.77,0.017933298947888
"9026","F",26,8,"Countryside low","Yes","Normal","Yearly","Full",4.09,0.0192308245752546
"9027","M",38,5,"Urban","No","Low","Yearly","Intermediate",5.5,0.0216324172331999
"9028","M",60,9,"Countryside low","No","Intermediate","Quarterly","Intermediate",2.07,0.013308700445823
"9029","M",41,2,"Urban","No","Normal","Yearly","Basic",1.42,0.024492621039749
"9030","F",35,9,"Coutryside high","No","Intermediate","Monthly","Intermediate",4.51,0.0246883541233985
"9031","M",75,5,"Countryside low","No","Intermediate","Yearly","Intermediate",2.51,0.012773649342974
"9032","M",23,9,"Countryside low","No","Normal","Monthly","Basic",2.99,0.0172517315879941
"9033","M",49,3,"Countryside low","No","Intermediate","Yearly","Basic",1.66,0.0150859226089034
"9034","M",39,8,"Urban","No","Normal","Yearly","Full",0.53,0.0281714207934341
"9035","M",38,6,"Coutryside high","Yes","Low","Monthly","Basic",6.13,0.0212483418828311
"9036","M",36,5,"Urban","No","Normal","Yearly","Basic",4.06,0.0240528263082717
"9037","F",43,5,"Urban","No","Normal","Yearly","Full",0.48,0.0215378341091501
"9038","M",18,4,"Coutryside high","Yes","Low","Quarterly","Basic",2.09,0.0246874114219353
"9039","F",37,3,"Suburban","No","Normal","Yearly","Intermediate",2.33,0.0164763468891954
"9040","M",36,0,"Urban","Yes","Normal","Quarterly","Basic",3.67,0.0373736639745037
"9041","M",75,3,"Urban","No","Normal","Quarterly","Intermediate",0.08,0.023459854696122
"9042","F",35,2,"Coutryside high","No","Intermediate","Yearly","Basic",4.2,0.0180499749912162
"9043","F",54,7,"Urban","No","Low","Monthly","Intermediate",5.24,0.0184276985121244
"9044","F",26,8,"Suburban","No","High","Yearly","Full",1.02,0.0240374205544306
"9045","F",48,5,"Countryside low","Yes","Intermediate","Yearly","Intermediate",1.54,0.0150581691590484
"9046","F",44,0,"Coutryside high","No","Normal","Yearly","Intermediate",2.36,0.0172496983271346
"9047","M",18,3,"Suburban","No","Intermediate","Yearly","Intermediate",3.67,0.0280769412250238
"9048","M",31,0,"Coutryside high","No","Intermediate","Yearly","Intermediate",3.39,0.0278778168365913
"9049","M",56,3,"Countryside low","No","Low","Quarterly","Intermediate",4.15,0.0121718596536679
"9050","M",81,3,"Urban","Yes","Normal","Yearly","Basic",1.23,0.0210127890085398
"9051","F",46,9,"Countryside low","No","Intermediate","Yearly","Intermediate",2.67,0.0121105181966004
"9052","M",41,0,"Coutryside high","No","Low","Yearly","Basic",4.91,0.0192608054770381
"9053","F",22,5,"Coutryside high","No","Intermediate","Yearly","Basic",2.37,0.0191231606154583
"9054","M",42,10,"Urban","No","Normal","Yearly","Intermediate",2.4,0.0214839080564606
"9055","M",38,7,"Coutryside high","No","Intermediate","Monthly","Basic",2.39,0.0266559328117092
"9056","M",47,3,"Suburban","No","Normal","Yearly","Full",4.59,0.0239232510855137
"9057","M",34,8,"Countryside low","No","Normal","Monthly","Basic",1.64,0.0162277011902429
"9058","M",65,9,"Countryside low","Yes","Normal","Yearly","Full",4.66,0.0172843197458028
"9059","M",69,6,"Countryside low","Yes","Intermediate","Yearly","Intermediate",2.79,0.0158454841118764
"9060","F",52,5,"Urban","Yes","Normal","Quarterly","Intermediate",2.73,0.0245363692047097
"9061","M",50,7,"Urban","No","Normal","Yearly","Intermediate",3.63,0.0212309118192106
"9062","M",29,2,"Suburban","No","Intermediate","Monthly","Intermediate",1.86,0.036298485052902
"9063","F",56,6,"Countryside low","Yes","Low","Yearly","Intermediate",4,0.0122675561038561
"9064","M",19,3,"Coutryside high","No","Normal","Yearly","Intermediate",3.84,0.0274917049304314
"9065","M",41,10,"Urban","Yes","High","Yearly","Full",0.4,0.0403581069372526
"9066","F",29,11,"Suburban","No","Normal","Yearly","Intermediate",5.38,0.0151679633362532
"9067","M",37,5,"Countryside low","No","High","Yearly","Intermediate",1.33,0.0191289775597229
"9068","M",67,8,"Coutryside high","No","Normal","Yearly","Intermediate",4.44,0.0156508715479561
"9069","M",56,6,"Suburban","No","Normal","Monthly","Intermediate",2.2,0.0261439889167547
"9070","F",41,1,"Coutryside high","No","Intermediate","Monthly","Intermediate",1.51,0.0273338056868584
"9071","M",46,5,"Suburban","Yes","Normal","Yearly","Intermediate",1.99,0.0248558883542986
"9072","M",41,4,"Coutryside high","No","Normal","Yearly","Basic",3.7,0.020321752123743
"9073","F",29,5,"Urban","Yes","Normal","Yearly","Intermediate",5.13,0.0266695964711942
"9074","F",30,6,"Urban","No","Normal","Monthly","Full",3.77,0.0330983744198515
"9075","F",51,4,"Urban","No","Intermediate","Yearly","Intermediate",3.58,0.0180056951256235
"9076","F",36,7,"Suburban","No","Normal","Quarterly","Intermediate",2.1,0.0229363486675988
"9077","M",53,6,"Urban","Yes","Low","Quarterly","Basic",4.94,0.0350684182754032
"9078","M",36,0,"Coutryside high","No","Low","Monthly","Basic",5.22,0.0213359870297381
"9079","M",74,1,"Coutryside high","Yes","Intermediate","Yearly","Intermediate",4.33,0.0232031667872612
"9080","M",53,5,"Urban","No","Low","Yearly","Full",3.19,0.0226442155993494
"9081","M",44,4,"Suburban","No","Low","Yearly","Full",3.22,0.0208267125245591
"9082","M",41,5,"Suburban","No","Intermediate","Monthly","Intermediate",3.57,0.0296183482985793
"9083","M",42,4,"Coutryside high","No","Intermediate","Yearly","Full",1.87,0.0277454418856681
"9084","F",21,8,"Suburban","No","Normal","Yearly","Full",3.82,0.0206038923773722
"9085","F",22,6,"Suburban","No","Normal","Yearly","Intermediate",3.46,0.0177064248392609
"9086","M",47,10,"Urban","Yes","Normal","Monthly","Intermediate",4.85,0.0332451415728615
"9087","F",53,1,"Countryside low","No","Normal","Yearly","Intermediate",2.82,0.01240354155382
"9088","M",54,4,"Coutryside high","No","Normal","Yearly","Basic",4.55,0.0179719587905963
"9089","F",50,5,"Suburban","No","Low","Yearly","Intermediate",3.61,0.013016095124922
"9090","M",44,3,"Coutryside high","Yes","Normal","Yearly","Basic",1.84,0.0263886447220613
"9091","M",40,7,"Countryside low","No","Low","Yearly","Intermediate",2.74,0.0135243499182003
"9092","M",52,9,"Countryside low","No","Normal","Yearly","Full",1.35,0.0153739824544436
"9093","M",28,3,"Suburban","No","Low","Monthly","Intermediate",4.28,0.0230584299595698
"9094","F",38,9,"Countryside low","No","Normal","Yearly","Basic",0.97,0.0118351001618063
"9095","M",18,6,"Urban","No","Intermediate","Yearly","Intermediate",0.32,0.0317807770902793
"9096","M",43,3,"Countryside low","No","Normal","Monthly","Full",1.53,0.0183252398537589
"9097","F",33,3,"Suburban","Yes","Low","Quarterly","Intermediate",3.06,0.0179572571852405
"9098","M",48,2,"Countryside low","No","High","Monthly","Intermediate",5.35,0.018117214550295
"9099","M",71,5,"Urban","No","Intermediate","Yearly","Intermediate",3.79,0.0192938623254049
"9100","M",50,3,"Coutryside high","No","Intermediate","Yearly","Basic",3.77,0.0202973816520078
"9101","F",53,0,"Urban","No","Low","Yearly","Full",1.23,0.0189323842835317
"9102","M",55,2,"Countryside low","No","Normal","Quarterly","Basic",1.4,0.014172766945581
"9103","F",23,7,"Countryside low","No","Low","Monthly","Full",4.91,0.0134360510930349
"9104","M",67,9,"Urban","No","Normal","Quarterly","Basic",3.82,0.0205723432447293
"9105","F",23,4,"Urban","No","Normal","Yearly","Full",4.65,0.0269175795796719
"9106","M",60,5,"Urban","No","Low","Yearly","Intermediate",2.64,0.0175471224770589
"9107","F",50,1,"Countryside low","No","Normal","Yearly","Full",5.89,0.0143050196586586
"9108","M",46,9,"Coutryside high","Yes","High","Yearly","Basic",4.71,0.0276990230710131
"9109","F",35,4,"Suburban","No","Intermediate","Yearly","Intermediate",3.64,0.0174137389126775
"9110","F",39,7,"Suburban","No","Normal","Yearly","Full",4.81,0.0177576819357512
"9111","M",50,4,"Urban","No","Intermediate","Yearly","Intermediate",4.44,0.0242759765669947
"9112","F",48,7,"Coutryside high","Yes","Normal","Yearly","Intermediate",1.92,0.0183890681560116
"9113","M",51,0,"Suburban","No","Intermediate","Yearly","Basic",4.34,0.0203618578832709
"9114","F",32,7,"Urban","No","Normal","Yearly","Intermediate",3.94,0.0189651549607512
"9115","M",60,1,"Urban","No","Low","Yearly","Basic",4.96,0.0180353013395865
"9116","M",31,9,"Coutryside high","No","High","Monthly","Full",3.13,0.0337510639977265
"9117","F",45,4,"Urban","No","Intermediate","Monthly","Full",3.5,0.0287948758776974
"9118","M",27,7,"Urban","No","Intermediate","Monthly","Full",1.42,0.0413131336758579
"9119","M",30,10,"Countryside low","No","Low","Yearly","Basic",2.76,0.0132787522535191
"9120","M",52,6,"Urban","No","Intermediate","Quarterly","Intermediate",3.8,0.0266392281194276
"9121","M",71,6,"Urban","No","Low","Yearly","Basic",0.95,0.0149383753896477
"9122","M",48,3,"Suburban","No","Intermediate","Yearly","Basic",3.9,0.0196271148168207
"9123","M",40,4,"Countryside low","Yes","Low","Yearly","Intermediate",3.35,0.0176130867485659
"9124","M",61,12,"Countryside low","Yes","Intermediate","Yearly","Intermediate",1.48,0.0151517568644389
"9125","F",51,7,"Countryside low","No","Normal","Quarterly","Basic",5.3,0.0127787857940471
"9126","F",62,7,"Suburban","Yes","High","Yearly","Intermediate",2.95,0.0185614121439713
"9127","F",18,3,"Urban","Yes","Intermediate","Quarterly","Full",3.59,0.0390921153379029
"9128","M",18,5,"Suburban","No","Normal","Yearly","Basic",2.55,0.0236451957555206
"9129","M",56,8,"Coutryside high","Yes","Normal","Monthly","Full",1.91,0.0278169373765151
"9130","M",34,3,"Countryside low","No","Intermediate","Yearly","Intermediate",6.57,0.0180325149798282
"9131","F",42,8,"Suburban","No","Low","Yearly","Intermediate",3.03,0.0131120539333677
"9132","M",28,2,"Suburban","No","Intermediate","Yearly","Full",1.47,0.0314720011318702
"9133","M",42,9,"Countryside low","No","Intermediate","Quarterly","Basic",1.48,0.0139245951444679
"9134","M",50,2,"Countryside low","No","High","Quarterly","Intermediate",4.07,0.0163156989113583
"9135","F",40,8,"Suburban","No","Normal","Monthly","Full",3.67,0.0238849657441833
"9136","M",24,9,"Countryside low","No","Low","Monthly","Full",0.25,0.0153506613216904
